"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10801","В данном тесте будем проверять вывод команды show system","function_autotests.part002","Tue Jun 10 11:25:26 GMT+07:00 2025","passed","Tue Jun 10 11:25:37 GMT+07:00 2025","","test_0006_part2","",""
"","1169","Проверка вывода команды show isis interface statistic","function_autotests.part004.part004.02","Tue Jun 10 11:41:18 GMT+07:00 2025","passed","Tue Jun 10 11:41:19 GMT+07:00 2025","","test_0005_part4_2","",""
"","3863","Загрузка конфигурации на ME маршрутизатор","function_autotests.part000","Tue Jun 10 11:16:17 GMT+07:00 2025","passed","Tue Jun 10 11:16:21 GMT+07:00 2025","","test_0001_part0","",""
"","874","Проверка вывода команды show route","function_autotests.part004.part004.02","Tue Jun 10 11:41:21 GMT+07:00 2025","passed","Tue Jun 10 11:41:22 GMT+07:00 2025","","test_0006_part4_2","",""
"","1026","В данном тесте проверяется show processes memory","function_autotests.part002","Tue Jun 10 11:35:29 GMT+07:00 2025","passed","Tue Jun 10 11:35:31 GMT+07:00 2025","","test_0023_part2","",""
"","60220","Загрузка конфигурации на ME маршрутизатор","function_autotests.part021.part021.2","Tue Jun 10 12:20:04 GMT+07:00 2025","passed","Tue Jun 10 12:21:04 GMT+07:00 2025","","test_0001_part21_2","",""
"","1354","В данном тесте будем проверять вывод команды show firmware","function_autotests.part002","Tue Jun 10 11:26:09 GMT+07:00 2025","passed","Tue Jun 10 11:26:10 GMT+07:00 2025","","test_0013_part2","",""
"","63730","Загрузка конфигурации на ME маршрутизатор","function_autotests.part021.part021.2","Tue Jun 10 12:19:00 GMT+07:00 2025","passed","Tue Jun 10 12:20:04 GMT+07:00 2025","","test_0001_part21_2","",""
"","1018","В данном тесте проверяется show processes memory","function_autotests.part002","Tue Jun 10 11:35:31 GMT+07:00 2025","passed","Tue Jun 10 11:35:32 GMT+07:00 2025","","test_0023_part2","",""
"","15","В данном тесте будем проверять вывод команды snmpwalk при взаимодействии с маршрутизатором ME","function_autotests.part002","Tue Jun 10 11:25:26 GMT+07:00 2025","passed","Tue Jun 10 11:25:26 GMT+07:00 2025","","test_0005_part2","",""
"","37857","Загрузка конфигурации на ME маршрутизатор","function_autotests.part021.part021.1","Tue Jun 10 12:01:59 GMT+07:00 2025","passed","Tue Jun 10 12:02:37 GMT+07:00 2025","","test_0001_part21_1","",""
"","663","Проверка вывода команды show mpls ldp parameters","function_autotests.part004.part004.06","Tue Jun 10 11:46:57 GMT+07:00 2025","passed","Tue Jun 10 11:46:58 GMT+07:00 2025","","test_0006_part4_6","",""
"","709","В данном тесте будем проверять вывод команды show interface description","function_autotests.part002","Tue Jun 10 11:25:46 GMT+07:00 2025","passed","Tue Jun 10 11:25:46 GMT+07:00 2025","","test_0010_part2","",""
"","60647","Загрузка конфигурации на ME маршрутизатор","function_autotests.part021.part021.2","Tue Jun 10 12:21:04 GMT+07:00 2025","passed","Tue Jun 10 12:22:05 GMT+07:00 2025","","test_0001_part21_2","",""
"","2644","Выполнение команды lfa exclude на интерфейсе int1 и проверка вывода команды show route isis","function_autotests.part004.part004.04","Tue Jun 10 11:44:57 GMT+07:00 2025","passed","Tue Jun 10 11:44:59 GMT+07:00 2025","","test_0005_part4_4","",""
"","18873","Загрузка конфигурации на ME маршрутизатор","function_autotests.part004.part004.04","Tue Jun 10 11:41:27 GMT+07:00 2025","passed","Tue Jun 10 11:41:46 GMT+07:00 2025","","test_0001_part4_4","",""
"","660","Проверка вывода команды show route isis ipv6","function_autotests.part004.part004.02","Tue Jun 10 11:41:23 GMT+07:00 2025","passed","Tue Jun 10 11:41:24 GMT+07:00 2025","","test_0007_part4_2","",""
"","2077","В данном тесте будем  проверять вывод комнады show lldp interface","function_autotests.part003","Tue Jun 10 11:37:29 GMT+07:00 2025","passed","Tue Jun 10 11:37:31 GMT+07:00 2025","","test_0006_part3","",""
"","127422","В данном тесте проверяется session-limit для telnet/ssh","function_autotests.part002","Tue Jun 10 11:31:00 GMT+07:00 2025","passed","Tue Jun 10 11:33:08 GMT+07:00 2025","","test_0022_part2","",""
"","623","В данном тесте будем проверять вывод команды show users","function_autotests.part002","Tue Jun 10 11:26:13 GMT+07:00 2025","passed","Tue Jun 10 11:26:13 GMT+07:00 2025","","test_0015_part2","",""
"","762","Проверка вывода команды show route isis при включённом функционале LFA","function_autotests.part004.part004.04","Tue Jun 10 11:44:41 GMT+07:00 2025","passed","Tue Jun 10 11:44:42 GMT+07:00 2025","","test_0003_part4_4","",""
"","698","В данном тесте будем проверять вывод команды show version","function_autotests.part002","Tue Jun 10 11:25:44 GMT+07:00 2025","passed","Tue Jun 10 11:25:45 GMT+07:00 2025","","test_0009_part2","",""
"","1785","В данном тесте будем  проверять вывод комнады show lldp neighbors","function_autotests.part003","Tue Jun 10 11:37:15 GMT+07:00 2025","passed","Tue Jun 10 11:37:17 GMT+07:00 2025","","test_0004_part3","",""
"","484","В данном тесте будем тестировать banner motd и banner login для telnet-соединения при выключенном tacacs-сервере","function_autotests.part002","Tue Jun 10 11:28:50 GMT+07:00 2025","passed","Tue Jun 10 11:28:51 GMT+07:00 2025","","test_0020_part2","",""
"","6760","Загрузка конфигурации на ME маршрутизатор","function_autotests.part002","Tue Jun 10 11:24:21 GMT+07:00 2025","passed","Tue Jun 10 11:24:28 GMT+07:00 2025","","test_0001_part2","",""
"","1151","Проверка вывода команды show isis interface statistic","function_autotests.part004.part004.02","Tue Jun 10 11:41:17 GMT+07:00 2025","passed","Tue Jun 10 11:41:18 GMT+07:00 2025","","test_0005_part4_2","",""
"","1133","Проверка вывода команды show isis interface","function_autotests.part004.part004.02","Tue Jun 10 11:41:15 GMT+07:00 2025","passed","Tue Jun 10 11:41:16 GMT+07:00 2025","","test_0004_part4_2","",""
"","660","Проверка вывода команды show mpls ldp parameters","function_autotests.part004.part004.06","Tue Jun 10 11:46:56 GMT+07:00 2025","passed","Tue Jun 10 11:46:57 GMT+07:00 2025","","test_0006_part4_6","",""
"","2639","Выполнение команды lfa protection disable на интерфейсе bu1 и проверка вывода команды show route isis","function_autotests.part004.part004.04","Tue Jun 10 11:44:47 GMT+07:00 2025","passed","Tue Jun 10 11:44:50 GMT+07:00 2025","","test_0004_part4_4","",""
"","61333","test_show_isis_neighbor_part4_2[DUT0]","function_autotests.part004.part004.02","Tue Jun 10 11:40:10 GMT+07:00 2025","passed","Tue Jun 10 11:41:11 GMT+07:00 2025","","test_0003_part4_2","",""
"","814","В данном тесте будем проверять вывод команды show system environment","function_autotests.part002","Tue Jun 10 11:25:43 GMT+07:00 2025","passed","Tue Jun 10 11:25:44 GMT+07:00 2025","","test_0008_part2","",""
"","170373","Проверка балансировки IGP: OSPF трафика между интерфейсами с отключением интерфейсов","function_autotests.part021.part021.2","Tue Jun 10 12:30:38 GMT+07:00 2025","passed","Tue Jun 10 12:33:28 GMT+07:00 2025","","test_0005_part21_2","",""
"","640","Проверка вывода команды show mpls ldp forwarding","function_autotests.part004.part004.06","Tue Jun 10 11:46:55 GMT+07:00 2025","passed","Tue Jun 10 11:46:55 GMT+07:00 2025","","test_0005_part4_6","",""
"","632","Проверка вывода команды show mpls ldp forwarding","function_autotests.part004.part004.06","Tue Jun 10 11:46:54 GMT+07:00 2025","passed","Tue Jun 10 11:46:55 GMT+07:00 2025","","test_0005_part4_6","",""
"","192373","Проверка балансировки IGP: ISIS трафика между интерфейсами с отключением интерфейсов","function_autotests.part021.part021.1","Tue Jun 10 12:12:47 GMT+07:00 2025","passed","Tue Jun 10 12:15:59 GMT+07:00 2025","","test_0005_part21_1","",""
"","695","В данном тесте будем проверять вывод команды show version","function_autotests.part002","Tue Jun 10 11:25:44 GMT+07:00 2025","passed","Tue Jun 10 11:25:44 GMT+07:00 2025","","test_0009_part2","",""
"","526","В данном тесте будем  проверять доступность маршрутизатора по протоколу Telnet","function_autotests.part001","Tue Jun 10 11:19:55 GMT+07:00 2025","passed","Tue Jun 10 11:19:56 GMT+07:00 2025","","test_0003_part1","",""
"","52776","Загрузка конфигурации на ME маршрутизатор","function_autotests.part021.part021.1","Tue Jun 10 12:01:06 GMT+07:00 2025","passed","Tue Jun 10 12:01:59 GMT+07:00 2025","","test_0001_part21_1","",""
"","837","В данном тесте будем проверять вывод команды show system inventory","function_autotests.part002","Tue Jun 10 11:25:39 GMT+07:00 2025","passed","Tue Jun 10 11:25:40 GMT+07:00 2025","","test_0007_part2","",""
"","1989","В данном тесте будем  проверять вывод комнады show lldp interface","function_autotests.part003","Tue Jun 10 11:37:27 GMT+07:00 2025","passed","Tue Jun 10 11:37:29 GMT+07:00 2025","","test_0006_part3","",""
"","938","Проверка вывода команды show mpls ldp binding local","function_autotests.part004.part004.06","Tue Jun 10 11:46:49 GMT+07:00 2025","passed","Tue Jun 10 11:46:50 GMT+07:00 2025","","test_0003_part4_6","",""
"","3622","Загрузка конфигурации на ME маршрутизатор","function_autotests.part000","Tue Jun 10 11:16:25 GMT+07:00 2025","passed","Tue Jun 10 11:16:28 GMT+07:00 2025","","test_0001_part0","",""
"","31478","Проверка базового функционала ECMP","function_autotests.part021.part021.1","Tue Jun 10 12:03:45 GMT+07:00 2025","passed","Tue Jun 10 12:04:17 GMT+07:00 2025","","test_0003_part21_1","",""
"","1351","В данном тесте будем проверять вывод команды show firmware","function_autotests.part002","Tue Jun 10 11:25:55 GMT+07:00 2025","passed","Tue Jun 10 11:25:56 GMT+07:00 2025","","test_0013_part2","",""
"","1272","В данном тесте будем проверять функционал ARP","function_autotests.part002","Tue Jun 10 11:26:17 GMT+07:00 2025","passed","Tue Jun 10 11:26:18 GMT+07:00 2025","","test_0016_part2","",""
"","35210","Загрузка конфигурации на ME маршрутизатор","function_autotests.part000","Tue Jun 10 11:16:28 GMT+07:00 2025","passed","Tue Jun 10 11:17:04 GMT+07:00 2025","","test_0001_part0","",""
"","11628","В данном тесте будем выполнять команду-маркер на ME маршрутизаторе, а затем искать её в журнале выполненных команд syslog-сервера","function_autotests.part002","Tue Jun 10 11:25:01 GMT+07:00 2025","passed","Tue Jun 10 11:25:13 GMT+07:00 2025","","test_0003_part2","",""
"","714","В данном тесте проверяется show process cpu","function_autotests.part002","Tue Jun 10 11:35:32 GMT+07:00 2025","passed","Tue Jun 10 11:35:32 GMT+07:00 2025","","test_0024_part2","",""
"","5544","В данном тесте будем  проверять IP связность с P2P соседями маршрутизатора","function_autotests.part001","Tue Jun 10 11:20:01 GMT+07:00 2025","passed","Tue Jun 10 11:20:06 GMT+07:00 2025","","test_0005_part1","",""
"","655","Проверка вывода команды show route rib summary точное кол-во различных типов маршрутов НЕ проверяется, т.к. оно отличается у разных рутеров тестового стенда","function_autotests.part004.part004.02","Tue Jun 10 11:41:26 GMT+07:00 2025","passed","Tue Jun 10 11:41:26 GMT+07:00 2025","","test_0008_part4_2","",""
"","15813","Проверка вывода команды show mpls ldp neighbor","function_autotests.part004.part004.06","Tue Jun 10 11:46:00 GMT+07:00 2025","passed","Tue Jun 10 11:46:16 GMT+07:00 2025","","test_0002_part4_6","",""
"","643","В данном тесте будем проверять вывод команды show ntp associations","function_autotests.part002","Tue Jun 10 11:25:26 GMT+07:00 2025","passed","Tue Jun 10 11:25:26 GMT+07:00 2025","","test_0004_part2","",""
"","139696","Загрузка конфигурации на Juniper маршрутизатор","function_autotests.part004.part004.04","Tue Jun 10 11:42:20 GMT+07:00 2025","passed","Tue Jun 10 11:44:40 GMT+07:00 2025","","test_0002_part4_4","",""
"","1218","В данном тесте будем проверять вывод команды show interface utilization","function_autotests.part002","Tue Jun 10 11:25:52 GMT+07:00 2025","passed","Tue Jun 10 11:25:53 GMT+07:00 2025","","test_0012_part2","",""
"","629","В данном тесте будем проверять вывод команды show ntp associations","function_autotests.part002","Tue Jun 10 11:25:24 GMT+07:00 2025","passed","Tue Jun 10 11:25:25 GMT+07:00 2025","","test_0004_part2","",""
"","3521","Выполнение команды lfa exclude на интерфейсе int1 и проверка вывода команды show route isis","function_autotests.part004.part004.04","Tue Jun 10 11:44:53 GMT+07:00 2025","passed","Tue Jun 10 11:44:57 GMT+07:00 2025","","test_0005_part4_4","",""
"","724","В данном тесте проверяется show process cpu","function_autotests.part002","Tue Jun 10 11:35:33 GMT+07:00 2025","passed","Tue Jun 10 11:35:34 GMT+07:00 2025","","test_0024_part2","",""
"","491","В данном тесте будем тестировать banner motd и banner login для telnet-соединения при выключенном tacacs-сервере","function_autotests.part002","Tue Jun 10 11:28:49 GMT+07:00 2025","passed","Tue Jun 10 11:28:50 GMT+07:00 2025","","test_0020_part2","",""
"","1148","Проверка вывода команды show isis interface","function_autotests.part004.part004.02","Tue Jun 10 11:41:14 GMT+07:00 2025","passed","Tue Jun 10 11:41:15 GMT+07:00 2025","","test_0004_part4_2","",""
"","743","Проверка вывода команды show route isis при включённом функционале LFA","function_autotests.part004.part004.04","Tue Jun 10 11:44:41 GMT+07:00 2025","passed","Tue Jun 10 11:44:41 GMT+07:00 2025","","test_0003_part4_4","",""
"","1810","В данном тесте будем  проверять вывод комнады show lldp statistic","function_autotests.part003","Tue Jun 10 11:37:10 GMT+07:00 2025","passed","Tue Jun 10 11:37:11 GMT+07:00 2025","","test_0003_part3","",""
"","941","Проверка вывода команды show mpls ldp binding remote","function_autotests.part004.part004.06","Tue Jun 10 11:46:50 GMT+07:00 2025","passed","Tue Jun 10 11:46:51 GMT+07:00 2025","","test_0004_part4_6","",""
